index,utterance_idx,utterance,video_id,sentiment
1311,14.0,THERERE ABOUT TWO CREATIVE SCENES IN HERE UM ONE BEING IN INTESTINAL JOURNEY THROUGH THE RECTUM IN A SWIMMING POOL DRAIN AND A TIRE DECAPITATION THAT,atnd_PF-Lbs,-0.4
508,10.0,THE NUMBERS THEY AND THEY KIND OF STUCK TO THE BOOK OF IT SO I LIKE THAT,73jzhE8R1TQ,1.4
680,15.0, THE SEQUENCES OF THE BEGINNING OF THE FILM WHICH FEATURES COLUMBUS EXZPLAINING SOME OF HIS RULES UM TO SURVIVING A ZOMBIE APOCALIPSE ARE REALLY WELL DONE,d3_k5Xpfmik,2.6
1075,6.0, BECAUSE THE CINEMATOGRAPHY IN THIS MOVIE IS GREAT,2WGyTLYerpo,2.4
1297,33.0, DONT SEE IT,c7UH_rxdZv4,-1.8
1303,6.0, I MIGHT HAVE TO WATCH THE FIRST TWO AGAIN OR MAYBE JUST THE FIRST ONE TO STABILIZE MY THOUGHTS ON THE SERIES ,atnd_PF-Lbs,0.0
1295,31.0, I MEAN THE ONLY CHARACTER THAT SHOWS GENUINE CARE FOR OTHER PEOPLE BE THE VILLAIN,c7UH_rxdZv4,-1.4
636,15.0, BUT I TOTALLY MISSED HOW IT TIED IT TO THE MOVIE AT ALL,Ci-AH39fi3Y,-0.8
1380,6.0, BUT IT MADE IT HYSTERICAL AND IT WAS JUST FUNNY WITH ALL OF THESE LITTLE ONE LINERS THAT HE HAD,Qr1Ca94K55A,2.2
1037,28.0, VERY DARK,7JsX8y1ysxY,-1.25
690,6.0, IT WAS REALLY REALLY FUNNY,_dI--eQ6qVU,2.8
1366,8.0,AND THAN ITS DEFINATELLY NOT A 3D MOVIE,OQvJTdtJ2H4,-0.8
841,17.0,WHY ARE YOU KILLING EVERYONE ,rnaNMUZpvvg,-1.6
992,13.0, BUT WHAT IT LACKS IN THOSE AREAS IT MOST DEFINATELY MAKES UP FOR JUST LIKE SHEER VISUAL SPECTACLE,QN9ZIUWUXsY,1.8
1525,22.0,THIS IS A PLAYGROUND AND THEIR IMAGINARY PLAYGROUND AND ANYTHING CAN HAPPEN ANYTHING THAT WHAT ALSO MADE THE FILM EXCITING,2iD-tVS8NPw,2.2
249,17.0,BUT HE HAS SOME OF THE FUNNIEST SCENES IN THIS MOVIE,iiK8YX8oH1E,1.6
210,8.0,I DONT NEED THE ADDED ELEMENT OF KATRINA,f9O3YtZ2VfI,-1.8
506,8.0, BECAUSE IT DID A GOOD JOB OF EXPLAINING THE BACK STORY IN THE BOOK,73jzhE8R1TQ,1.8
1284,20.0, AND THAN CAMERON DIAZ WHOS SUPPOSED TO BE PLUCKY I GUESS BUT SHES JUST KINF OF USELESS,c7UH_rxdZv4,-1.8
1440,22.0,AND I XXX LIKE IN PARTICULAR JOSEPH JOSEPH GORDONLEVITT HAD A LOT OF FUN WITH HIS ROLE ,wMbj6ajWbic,1.4
300,19.0,I JUMPED HELL OF A LOT TIMES,Clx4VXItLTE,1.4
1402,14.0, THERES NO REASON WHY THEY SHOULD BE TOGETHER,c5xsKMxpXnc,-2.0
447,27.0,ONCE AGIAN WERE GONNA BE BURNED OUT ON 3D,LSi-o-IrDMs,-0.8
1119,50.0,BUT THEY ARE NOTICABLE FLAWS,2WGyTLYerpo,-1.8
1148,16.0, IT FELL LIKE I WAS WATCHING ONE OF THOSE ARMY OF ONE COMMERCIALS SOMETIMES,8qrpnFRGt2A,-1.0
905,14.0,ITS REALLY NON STOP FROM BEGINNING TO END ,Iu2PFX3z_1s,1.4
459,10.0, ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE,5W7Z1C_fDaE,0.4
335,23.0,UM AND ITS REALLY UNPREDICTABLE,OtBXNcAL_lE,-0.25
8,9.0, I DONT KNOW IF CHARLOTTE STARTED ON MADE ME NEVER WANT TO HAVE KIDS OR NEVER WANT TO HAVE RICH FRIENDS,nbWiPyCm4g0,-1.4
1047,38.0, UM SO AT THE END THERES NOT REALLY A WHOLE LOT OF REDEEMING VALUE THAT I THINK YOU COME UP WITH,7JsX8y1ysxY,-1.8
744,32.0,UM YEAH I MEAN IF YOU WANNA SEE A VIDEO UM ITS GONNA BE WHO ENJOYED A FILM,zhpQhgha_KU,0.8
1325,7.0,ITS PRETTY SIC,cW1FSBF59ik,0.5
874,8.0, THERES A BAD GUY GUY GO TAKE HIM DOWN THATS REALLY ALL YOU NEED,bvLlb-M3UXU,0.0
880,14.0, UM IVE GOT TO GIVE HIM CREDIT,bvLlb-M3UXU,1.0
1299,2.0,OH GOD THIS IS BAD,atnd_PF-Lbs,-3.0
245,13.0,BUT I DONT THINK SHES LEADING MATERIAL,iiK8YX8oH1E,-2.0
659,38.0,AND IT FIT VERY WELL INTO THE SAW SERIES IN MY OPINION,Ci-AH39fi3Y,1.8
723,11.0,I JUST PERSONALLY I JUST DIDNT REALLY ENJOY IT,zhpQhgha_KU,-2.4
326,14.0,BECAUSE ITS PREDICTABLE,OtBXNcAL_lE,-1.0
1429,11.0,I MEAN I DIDNT GO TO THIS MOVIE EXPECTING TO SEE THE DARK NIGHT,wMbj6ajWbic,0.4
567,7.0,BUT THE THING ABOUT GI JOE COMPARED TO TRANSFORMERS IS TRANSFOMERS 2 DIDNT KNOW WHAT IT WANTED TO DO,etzxEpPuc6I,-1.2
426,6.0,BUT THE ACTING IS BAD ,LSi-o-IrDMs,-2.2
857,11.0,BUT UM IT WAS IN A GOOD TASTE ,Jkswaaud0hk,1.8
709,25.0,AND I JUST LOVED IT,_dI--eQ6qVU,2.6
1349,7.0,IT WAS INCREDIBLE SEE ALL THE DIFFERENT COLOR PALETTES SMOOTH HAND DRAWN ANIMATION YOU KNOW ,cM3Yna7AavY,3.0
1274,10.0,THERES SOMETHING THAT JUST KIND OF MAKES THAM SO SL SLIGHTLY ENDEARING EVEN THOUGH THEYRE KIND OF THE JACK ASS YOU KNOW ,c7UH_rxdZv4,0.8
270,20.0,THE WRITING ISNT AS GOOD AS THE FIRST,Bfr499ggo-0,-1.6
564,4.0,THE THING ABOUT THIS MOVIE IS LIKE I I I WANNA COMPARE IT TO TRANSFORMERS 2 AND I ACTUALLY DID ,etzxEpPuc6I,0.8
96,16.0, THE FIRST TWO WERE KID MOVIES,k5Y_838nuGo,0.25
897,6.0,YOU NEVER KNOW WHATS GONNA HAPPEN,Iu2PFX3z_1s,0.6
141,3.0, UM I WAS REALLY LOOKING FORWARD TO IT,Nzq88NnDkEk,-0.4
867,1.0,AND ITS REALLY WHAT YOU WOULDVE EXPACT,bvLlb-M3UXU,-0.2
360,1.0,UH I REALLY ENJOYED DOING THEM FOR THE PHILLY D MOVIE CLUB SO I THOUGHT OH WHY NOT,WKA5OygbEKI,1.8
1079,10.0,AND ITS SATISFACTORY,2WGyTLYerpo,0.8
372,13.0, OH IT HAS SOME REALLY GOOD REFERENCES OF PAST JOHNNY DEPP FILMS IN IT LIKE WHILE THE CHAMELEONS GETTING BOUNCED ALONG THE HIGHWAY YOU RUN INTO HENRY S THOMPSON,WKA5OygbEKI,2.0
336,24.0,I JUST GET SO TIRED OF UNPREDICTABLE MOVIES,OtBXNcAL_lE,-2.0
209,7.0,I DONT NEED IT ALL TOLD IN FLASHBACK,f9O3YtZ2VfI,-1.2
243,11.0, SO I WILL GIVE IT POINTS FOR NOT BEING EXACTLY LIKE MY BEST FRIENDS WEDDING EVEN AT THE TRAILER SETS IT UP THAT WAY,iiK8YX8oH1E,1.0
443,23.0,AND I HOPE THIS TAKES OVER AS THE NEW SYSTEM,LSi-o-IrDMs,1.0
1510,7.0,BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION,2iD-tVS8NPw,2.4
155,17.0,THE SCREEN YOU KNOW WAS THAT I I KIND OF FO FOUND MYSELF YOU KNOW WANTED TO LAY MY HEAD BACK AND TAKE A NAP,Nzq88NnDkEk,-2.2
445,25.0,THAT BE THAT WOULD BE COOL TO SEE I MEAN,LSi-o-IrDMs,0.4
480,7.0,UM IT IS BAD,Oz06ZWiO20M,-2.2
1000,3.0,IT DIDNT HAVE A WHOLE OUT OF HUMOR GOING ON WITH IT AT LEAST NONE THAT REALLY MADE YOU WANNA LAUGH OUT LOUD,PZ-lDQFboO8,-1.6
1276,12.0,NO NO HES UNFUNNY NOT FUNNY AT ALL,c7UH_rxdZv4,-2.8
91,11.0,UM I I DID ENJOY IT,k5Y_838nuGo,0.5
536,19.0,I HAD NO IDEA WHY I EVEN SAW THIS MOVIE,d6hH302o4v8,-2.8
976,11.0,BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT ,6_0THN4chvY,0.25
1023,14.0,UM BUT WHAT SUCKED WHAT WAS BAD WAS MALIN AKERMAN THE GIRL WHO PLAYS THE SILK SPECTRE II,7JsX8y1ysxY,-2.2
1074,5.0, THE ONLY OSCAR THAT I CAN EVEN THING OF IS MAYBE LIKE BEST CINEMATOGRAPHY,2WGyTLYerpo,0.0
535,18.0,I DIDNT REALLY CARE ABOUT IT AT ALL,d6hH302o4v8,-2.0
232,30.0, MY NEIGHBOR PROBABLY THINKS IM CRAZY YELLING ABOUT MOVIES TO A CAMERA ,f9O3YtZ2VfI,-1.0
601,4.0, MY 8 YEAR OLD WAS TERRIFIED THROUGH PART OF THIS BECAUSE THE ORIGINAL VERSION IS TERRIFYING,yDtzw_Y-7RU,-1.0
434,14.0,UM BUT UM THIS 3D DEFINATELLY LOOKS A LOT BETTER I THINK THAT REAL D,LSi-o-IrDMs,2.0
70,17.0,UH THE DIALOGUE IS TERRIBLE,jUzDDGyPkXU,-2.8
1044,35.0, I WARN YOU ITS A VERY VERY DARK ,7JsX8y1ysxY,-1.0
1092,23.0,I DIDNT EXPECT THAT,2WGyTLYerpo,0.0
539,22.0,BUT IT WASNT REALLY MADE WELL ,d6hH302o4v8,-1.0
576,16.0, BUT THE MOVIE WAS WELL IT WAS RIDICULOUSLY TERRIBLE,etzxEpPuc6I,-2.4
948,17.0,THE ACTION FEELS THAT ITS UM IT ITS ITS PRETTY MUCH JUST UH QUICK CUT OR SLASH BLOOD SCREAM YOU KNOW LIP SMACKING,tmZoasNr4rU,-1.4
1078,9.0,BUT AGAIN YOU YOU CANT EXPECT A HUGE LIKE SURREAL MIND BENDER FROM THE MOVIE CALLED COWBOYS AND ALIENS YO,2WGyTLYerpo,-0.4
1063,15.0, ANYWAY UM I WOULD RECOMMEND IT IF IF YOURE LIKE ME AND YOU DONT NORMALLY GO TO SEE ANIMATED MOVIES,G-xst2euQUc,1.2
789,12.0, I KEPT I WAS LISTENING BORED ,9J25DZhivz8,0.2
553,36.0,UH HUH HOW ABOUT THE ACTING AND THE ACTION WAS WAS JUST SO DULL,d6hH302o4v8,-2.2
1050,2.0, I DID NOT THINK I WAS GONNA LIKE IT,G-xst2euQUc,0.0
915,8.0,I THINK YOU WILL REALLY LOVE THIS MOVIE IF YOU ARE 8 ,nzpVDcQ0ywM,2.0
1189,19.0,BUT SHE IS ALSO A TERIFFIC ACTRESS,BvYR0L6f2Ig,2.2
87,7.0,THE THIRD ONE WAS A PIECE OF CRAP,k5Y_838nuGo,-2.4
900,9.0, I GAVE IT A B ,Iu2PFX3z_1s,1.4
306,25.0,BECAUSE EVERYTIME THAT WAS LIKE A JUMP EVERYONE JUMPED,Clx4VXItLTE,0.8
1252,4.0, IN THE FIRST RUN THEY WERE A TEAM AND THEY WORKED TOGETHER AND YOU SEE THE PERSONALITES THIS MOVIE JUST POPS A GROUP OF DIFFERENT KILLERS DOWN TOGETHER AND LETS THEM INTERACT POORLY,pLTX3ipuDJI,-2.2
1097,28.0, DANIEL CRAIG DOES A VERY GOOD JOB HERE ,2WGyTLYerpo,2.4
180,10.0,UM THEY ALL PLAYED OFF EACH OTHER,W8NXH0Djyww,0.8
187,17.0, UM LIKE THIS MOVIE HAD GREAT ACTION SEQUENCES,W8NXH0Djyww,1.0
1432,14.0,THIS SUMMER WAS KIND OF WEIRD WITH THE ACTION MOVIES IF YOU ASK ME,wMbj6ajWbic,-0.8
367,8.0,AND RANGO KIND OF FALLS INTO THAT,WKA5OygbEKI,0.0
1048,39.0, BUT UM YOU KNOW OVERALL IT WAS GOOD,7JsX8y1ysxY,1.8
488,15.0,BUT IT REALLY HAS MORE IN COMMON WITH A MUSICAL OR AND OPERA OR EVEN A BALLET THAN A REGULAR NARRATIVE FILM,Oz06ZWiO20M,0.2
261,11.0,THE MOVIE IS REALLY TOO LONG ,Bfr499ggo-0,-0.8
104,24.0,BUT IT DOES HAVE SOME ADULT HUMOUR,k5Y_838nuGo,0.6
238,6.0,THERE ARE SOME FUNNY MOMENTS,iiK8YX8oH1E,0.2
289,8.0, BUT INSIDIOUS UM STAR REALLY GOOD ,Clx4VXItLTE,0.8
321,9.0, YOU KNOW I LIKE KATE HUDSON,OtBXNcAL_lE,1.2
1386,12.0,AND I THOUGHT IT WAS JUST GONNA BE MORE THAN THAT BUT SO I WAS A LITTLE DISAPPOINTED IN THAT,Qr1Ca94K55A,-1.8
1091,22.0, AND THEYRE KIND OF SCARY LOOKING,2WGyTLYerpo,-0.8
612,15.0,BECAUSE THIS THING IS IS MEANT TO BE SEEN IN 3D,yDtzw_Y-7RU,0.6
1493,6.0,I LIKED FINDING NEMO,tStelxIAHjw,1.6
546,29.0,YOU KNOW THEY JUST TRIED UH WITH THE CGI THAT THEY PUT T T T THEY THEY THREW SO MUCH CGI AT YOU,d6hH302o4v8,-1.8
1267,3.0, I WISH I WERENT,c7UH_rxdZv4,-0.8
54,1.0,THE ACTION IS FUCKING AWESOME,jUzDDGyPkXU,2.8
606,9.0, UM ANOTHER THING ABOUT THIS FILM IS IN ITS DEVOTION IS THAT SOMETIMES MY CHILDREN COULD NOT UNDERSTAND WHAT WAS BEING SAID BECAUSE THEY WERE SPEAKING DICKENSONIAN ENGLISH,yDtzw_Y-7RU,-1.0
491,18.0,THERERE SOME FUNNY DIALOGUE,Oz06ZWiO20M,1.4
391,10.0,I MEAN I DONT REGRET SEEING IT,I5y0__X72p0,1.2
1054,6.0,I WAS I THOROUGHLY ENJOYED IT,G-xst2euQUc,2.4
609,12.0,OR JUST REALLY DOESNT MAKE ANY DIFFERENCE TO US TODAY AT ALL,yDtzw_Y-7RU,-0.666666666667
64,11.0,AND THEY HAVE REALLY COOL TECHNOLOGY THATS REALLY INTERESTING TO WATCH LIKE MAKE THEM BLOW UP SHIT AND YOU KNOW ,jUzDDGyPkXU,2.4
1487,30.0,AND ITS LIKE YOURE A COMPUTER PROGRAM OKAY IF YOU WANT TO TAKE OVER THE WORLD USING REAL PEOPLE ITS THE WORST WAY YOU COULD POSSIBLY DO THAT INFILTRATE SOME COMPUTER SYSTEM SOMEWHERE AND DETONATE SOME NUKES OR SOMETHING ,BioHAh1qJAQ,-2.0
1059,11.0, UM IT HAS IT HAS A VERY PREDICTABLE STORY,G-xst2euQUc,-1.4
1531,28.0, SO ITS KIND OF INTERESTING TO SEE UM WHERE THEYRE GONNA BE GOING WITH THAT,2iD-tVS8NPw,1.6
228,26.0, I REALLY LIKED DAVID FINCH,f9O3YtZ2VfI,1.4
1484,27.0,CLUE WHICH IS THE PROGRAM THAT HE CREATED IN THE FIRST MOVIE KINDA PULLS A BUNNY IN THE BOILER MOMENT IN THE SENSE THAT HE TURNS INTO A CRAZY JEALOUS PSYCHO STALKER BITCH,BioHAh1qJAQ,0.0
1457,9.0, THEY DID A GOOD JOB WITH THE FIGHT SCENES,Vj1wYRQjB-o,2.0
1395,7.0, THIS MOVIE IS TERRIBLE FOR THESE REASONS ,c5xsKMxpXnc,-3.0
957,6.0,UM I SAW NO REASON WHY THEY NEEDED TO BRING BACK THE VILLAIN FROM THE FIRST ONE,1DmNV9C1hbY,-1.6
153,15.0, UM I JUST THINK THEY MADE HER ALMOST LOOKED TOO YOU KNOW THEY TRIED THAT YOU KNOW MAKE HER LOOK TOO BEAUTIFUL,Nzq88NnDkEk,-1.2
781,4.0,THE VOICE ACTING EXCELLENT,9J25DZhivz8,2.8
528,11.0,AND I WAS SITTING IN THE THEATRE SLEEPING,d6hH302o4v8,-1.0
775,28.0,WHEN WHEN THEY THEY WITH UM LAURENCE FISHBURNE CHARACTER IT DOES SLOW DOWN A GREAT DEAL,8d-gEyoeBzc,-0.8
901,10.0,BUT I THINK ITS ONE OF THOSE MOVIES THATS SO UNIQUE,Iu2PFX3z_1s,2.2
1115,46.0,SHES ACTUALLY PRETTY GOOD,2WGyTLYerpo,1.4
1446,28.0,SO I I THINK IT WAS COOL TO ACTUALLY SEE RAY PARK IN ACTION GREAT ACTION STAR,wMbj6ajWbic,2.4
1221,25.0,I WILL EVEN PICK UP THIS MOVIE ON BLURAY,ZUXBRvtny7o,1.8
551,34.0, I HATED IT,d6hH302o4v8,-3.0
1012,3.0,SOME REALLY SUCKY ACTING ,7JsX8y1ysxY,-2.6
1524,21.0,AND I THINK HAVING THIS SORT OF SUPERPOWER ALMOST THIS POWER TO JUST IMAGINE ANYTHING KIND OF JUST UM HELPED ME GET PASSED THAT YOU KNOW THESE ARE ALL CGI CHARACTERS AND SET,2iD-tVS8NPw,1.0
46,6.0, THEY SHOULDVE LIVE UP WITH MORE ,03bSnISJMiM,0.0
1275,11.0,YOURE LIKE OH THEYRE STILL KIND OF COOL,c7UH_rxdZv4,1.0
1035,26.0, THE OTHER GUY THAT DID A REALLY GOOD JOB WAS UM JEFFREY DEAN MORGAN,7JsX8y1ysxY,1.8
116,5.0, AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE,6Egk_28TtTM,2.2
1335,17.0,HE WAS FUCKING EPIC,cW1FSBF59ik,2.4
1354,12.0,I DIDNT REALLY I MEAN TRASURE PLANET WAS OK ,cM3Yna7AavY,-1.0
869,3.0,THERES LITTLE TO NO CHARACTER DEVELOPMENT ALL MOVIE,bvLlb-M3UXU,-2.4
375,16.0, LIKE THATS REALLY THE BEST PART OF THE MOVIE IS LISTENING TO HIM UH PULL OFF ALL THESE DIFFERENT VOICES,WKA5OygbEKI,1.8
1443,25.0,BUT THE GUY FROM LOST HAD A LOT OF FUN,wMbj6ajWbic,2.0
5,6.0,THIS IS REALLY JUST A CONTINUATION OF THE FIRST FILM ,nbWiPyCm4g0,0.0
1488,1.0,UM RONNY WANTED TO KNOW WHAT WAS THE LAST MOVIE WE SAW IN THEATRES AND TO GIVE A REVIEW FOR IT,tStelxIAHjw,0.0
1447,29.0,HE DOES A GREAT JOB WITH HIS SNAKE EYES WHICH IS ALWAYS COOL TO SEE THAT,wMbj6ajWbic,1.8
1208,12.0,LIKE IN THE MIDDLE OF THE MOVIE IT STARTS WITH REALLY GREAT ACTION SEQUENCES,ZUXBRvtny7o,1.8
1084,15.0,IT GAVE ME CHILLS ,2WGyTLYerpo,0.5
745,33.0,IF YOU DO WANNA SEE SOMEBODY WHOS POSSIBLY CRITIQUING IT ,zhpQhgha_KU,-0.4
994,15.0,SO MANY MOMENTS IN THIS MOVIE THAT ARE JUST FRAMED AND LIT SO PERFECTLY THAT SO THAT YOU JUST GO LIKE KIND OF HUH THATS REALLY REALLY COOL,QN9ZIUWUXsY,2.4
787,10.0,STEVE CARELL VOICES GRU AND RUSSELL BRAND ACTUALLY REALLY IMPRESSED ME WITH HIS OLD MAN VOICE FOR THE DOCTOR ,9J25DZhivz8,1.8
49,9.0, OH MY GOD A LOT OF ACTION,03bSnISJMiM,0.2
320,8.0, BUT YOU KNOW WHAT I TOOK A CHANCE ,OtBXNcAL_lE,0.2
204,2.0,ITS A VERY INTERESTING IDEA,f9O3YtZ2VfI,1.25
387,6.0,THEY S AND ALL THE PEOPLE WALKING OUT OF THE THEATRE AND BEYOND THE TRAILER REALLY LIKED IT ,I5y0__X72p0,1.6
361,2.0,UH RANGO IS A REALLY CUTE MOVIE,WKA5OygbEKI,2.2
1105,36.0, ALSO HIS INNOCENT ACCENT IS PRETTY CONVINCING,2WGyTLYerpo,1.2
1165,7.0, THEYRE SO HILARIOUS AND SIMILAR TO XXX PERSON WITH THAT,9c67fiY0wGQ,2.0
829,5.0,AAAAA IT WASNT EVEN HOLDING MY ATTENTION,rnaNMUZpvvg,-2.8
995,16.0, AND THEN TAKE THAT WORLD THAT HAVE BEEN SET LIKE A CRAP TUNNEL OF REALLY KINETIC REALLY WELL DONE ACTION SEQUENCES IN IT AND YOU HAVE TRON LEGACY,QN9ZIUWUXsY,2.2
463,14.0, FOR ALL OF THOSE PEOPLE WHO ARE HATING ON IT I DONT KNOW WHAT THEY ARE COMPLAINING ABOUT IT,5W7Z1C_fDaE,1.8
135,12.0,AND BOTH THE ACTORS AMY ADAMS AND MATTHEW GOODE WORK WELL WITH EACH OTHER,TvyZBvOMOTc,1.4
192,22.0,LIKE A COVERED WAGON HORSE KINDA COWBOY CHASE SEQUENCE,W8NXH0Djyww,-0.2
325,13.0,I DONT CARE FOR BASICALLY ANY OF IT,OtBXNcAL_lE,-2.2
839,15.0,HE WAS JUST LIKE A PLOT DEVICE FOR THIS OTHER GUY TO START ACTING LIKE A FATHER FIGURE AND HE WAS JUST STUPID BUT THEN HE DIDNT EVEN ACT LIKE A FATHER FIGURE TOWARDS HIM,rnaNMUZpvvg,-1.6
988,9.0, THE SCRIPT CAN BE HORRIBLE,QN9ZIUWUXsY,-2.0
462,13.0, ITS SO WELL DONE,5W7Z1C_fDaE,2.6
664,43.0,LIKE I SAID I LOVED THE HOFFMANS STORYLINE ,Ci-AH39fi3Y,2.2
579,19.0, IVE SEEN PEOPLE GET SHOT IN THE EYE YOU KNOW AND THAT WOULD BE IT BUT PEOPLE GETTING SHOT IN THE EYE AND THEN THE THEY HEADS EXPLODE AND THEN SOME DUDE GET HIS TORSO CUT OPEN AND AND SOME DUDES HANGING OUT OF THE CAR HIS HEAD GOT BLOWN OFF AND FREAKING PEOPLE ARE FLYING AND JUMPING,etzxEpPuc6I,-0.5
399,18.0,IT IS GOOD THOUGH,I5y0__X72p0,1.8
771,24.0, BUT HE ACTUALLY FOUND UM WHEN HES SEEN COME UP IT SLOWED THE MOVIE DOWN UM AND THIS IS THE PROBLEM UM WITH PREDATOR TO PREDATORS COMPARED TO PREDATOR,8d-gEyoeBzc,-1.4
296,15.0,LIKE REALLY JUMPED ME MY FRIEND,Clx4VXItLTE,-0.75
1372,14.0,AND THATS EXECTLY HOW I THOUGHT A GIANT SCORPION WOULD LOOK WITH THE PIECE OF DRIFTWOOD THAT HAD BLUE FIRE ON IT,OQvJTdtJ2H4,-0.5
1430,12.0,AND QUITE HONESTLY I WISH IVE SEEN THIS OVER THE SUMMER,wMbj6ajWbic,1.6
1056,8.0, ITS GREAT FOR ALL AGES,G-xst2euQUc,2.2
1065,17.0,UM BUT THERE REALLY HASNT BEEN MUCH TO HAS COME OUT THIS YEAR SO FAR THAT IM DYING TO GO SEE,G-xst2euQUc,-0.2
524,7.0, W W W WHEN HES ONSCREEN I WANT TO PUNCH HIM IN THE FACE,d6hH302o4v8,-2.8
466,17.0, UM IT IS IT IS DEFINATELY ONE OF THOSE FILMS THATS NOT GONNA BE EASY FOR YOU TO FIND,5W7Z1C_fDaE,0.2
1314,17.0, I MEAN NOT THE SICK LIKE OH MY GOD THAT WAS AWESOME ,atnd_PF-Lbs,1.0
689,5.0,AND I WOULD TELL YOU RIGHT NOW IT WAS HILARIOUS,_dI--eQ6qVU,3.0
981,2.0,AND I DONT THINK THATS A VERY GOOD MOVIE ,QN9ZIUWUXsY,-1.6
